id_1,id_0,title_1,title_0,brand_name,category,table_name,dependency_ratio,dependency_count,similarity,max_length,min_length,jaro_winker
9159,13049,링클솔루션 에멀전,링클솔루션 에멀전,셀리시스,로션,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,8,8,
9164,8665,판도라 센텔라 더블 앰플,판도라 센텔라 더블 앰플,메이메르,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9166,82899,핵산 앰플 일 솔루션,핵산 앰플 일 솔루션,셀몽드,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9167,82903,핵산 안티에이징 크림,핵산 안티에이징 크림,셀몽드,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
9168,82901,핵산 리프레싱 토너,핵산 리프레싱 토너,셀몽드,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9169,51175,핵산 화이트닝 세럼,핵산 화이트닝 세럼,셀몽드,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9171,82905,핵산 퍼펙트 링클프리 아이 크림,핵산 퍼펙트 링클 프리 아이크림,셀몽드,크림,naver_beauty_product_info_extended_v1_211217,0.4,2,1.0,13,13,
9175,13100,링클리어 이지에프 앰플,링클리어 이지에프 앰플,셀뮬러,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
9179,13094,에이씨 클리어 카밍 크림,클리어 카밍 크림,셀뮬러,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7,10,7,
9180,13088,포스트 레이저 트루 리페어 크림,포스트 레이저 트루 리페어 크림,셀뮬러,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,13,13,
9181,13098,블랑 브이씨 인텐시브 크림,블랑 브이씨 크림,셀뮬러,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6364,11,7,
9186,13102,필라 그린 토너,필라그린 토너,셀미인,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,6,6,
9188,86583,납작 아이브로우 펜슬,납작 아이브로우 펜슬,이니스프리,아이브로,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
9189,76636,뮤토피 인텐시브 크림,뮤토피 인텐시브 크림,셀베리어,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
9190,76634,시카엔 리듀싱 크림,시카엔 리듀싱 크림,셀베리어,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9191,76635,시카엔 릴리프 토너,시카엔 릴리프 토너,셀베리어,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9192,89619,인텐시브 블래미쉬밤,인텐시브 블래미쉬 밤,셀본,베이스메이크업,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,9,9,
9192,89620,인텐시브 블래미쉬밤,인텐시브 블래미쉬 밤,셀본,베이스메이크업,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,9,9,
9193,89616,인텐시브 블레미쉬 밤 spf8,인텐시브 블레미쉬 밤,셀본,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6923,13,9,
9197,104492,퍼펙트 엣지 브러쉬 펜 라이너,퍼펙트 엣지 브러쉬 펜 라이너,씨스터앤,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,12,12,
9204,13116,스킨 릴리프 크림,스킨릴리프 크림,셀브릭,크림,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,7,7,
9205,18100,드래곤 리제너레이트 크림,드래곤 리제너레이트 크림,셀블룸,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9206,13119,드래곤 리너리시 나이트 크림,드래곤 리너리시 나이트 크림,셀블룸,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
9207,13123,레오파드 리쥬브네이트 데이 크림,레오파드 리쥬브네이트 데이 크림,셀블룸,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,14,14,
9208,13121,레오파드 리밸런스 에센스,레오파드 리밸런스 에센스,셀블룸,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9209,13117,드래곤 리펌 아이 크림,드래곤 리펌 아이크림,셀블룸,크림,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,9,9,
9210,13122,레오파드 리프레시 토너,레오파드 리프레시 토너,셀블룸,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
9214,93781,갈락토미세스 에센스,갈락토미세스 나이아신 에센스,셀비엔,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,0.6923,13,9,
9216,93982,인진쑥 에센스,인진쑥 에센스,셀비엔,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9217,102022,글루타치온 백옥앰플,글루타치온 백옥앰플,셀비엔,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,9,9,
9223,102030,오리지널 브로콜리 추출물,브로콜리 추출물,셀비엔,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,0.6364,11,7,
9230,102029,마마스오가닉 자초립밤,마마스 오가닉 자초립밤,셀비엔,립메이크업,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,10,10,
9240,81436,유황 스킨 플러스 투,유황 스킨 플러스 투,셀앤비,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9246,81434,유황 로션 플러스,유황 로션 플러스 투,셀앤비,로션,naver_beauty_product_info_extended_v1_211217,1.0,3,0.875,8,7,
9248,13127,비 심플 카밍 크림,비 심플 카밍 크림,셀지온,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,7,7,
9257,51210,화이트 에너지 멜라 앰플,화이트 에너지 멜라 앰플,셀큐어,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9258,51265,화이트 에너지 루미너스 앰플,화이트 에너지 루미너스 앰플,셀큐어,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
9261,51265,화이트 에너지 루미너스 앰플,화이트 에너지 루미너스 앰플,셀큐어,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
9268,67157,듀오 비타펩 리뉴얼 스킨,듀오 비타펩 리뉴얼 스킨,셀큐어,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9269,67158,듀오 비타펩 어드밴스드 에멀전,듀오 비타펩 어드밴스드 에멀전,셀큐어,로션,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,13,13,
9273,67155,듀오 비타펩 얼티밋 크림,듀오 비타펩 얼티밋 크림,셀큐어,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9275,67172,지세븐 컨센트레이티드 아이크림,지세븐 컨센트레이티드 아이크림,셀큐어,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,14,14,
9276,67158,듀오 비타펩 어드밴스드 에멀전,듀오 비타펩 어드밴스드 에멀전,셀큐어,로션,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,13,13,
9277,103490,메르비에 하이드라 크림,메르비에 하이드라 아이 크림,더샘,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8333,12,10,
9277,103000,메르비에 하이드라 크림,메르비에 하이드라 크림,더샘,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
9278,103178,메르비에 액티바이옴 아이 크림,메르비에 액티바이옴 크림,더샘,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8462,13,11,
9278,103419,메르비에 액티바이옴 아이 크림,메르비에 액티바이옴 아이 크림,더샘,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,13,13,
9279,103490,메르비에 하이드라 아이 크림,메르비에 하이드라 아이 크림,더샘,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
9279,103000,메르비에 하이드라 아이 크림,메르비에 하이드라 크림,더샘,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8333,12,10,
9280,102979,메르비에 하이드라 에멀젼,메르비에 하이드라 에멀젼,더샘,로션,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9281,94043,메르비에 액티바이옴 앰플 에센스 건성,메르비에 액티바이옴 앰플 에센스,더샘,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,0.875,16,14,
9282,103178,메르비에 액티바이옴 크림 건성,메르비에 액티바이옴 크림,더샘,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8462,13,11,
9284,102899,메르비에 하이드라 세럼,메르비에 하이드라 세럼,더샘,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,10,10,
9286,68016,히알루론 트리트먼트 에센스,히알루론 트리트먼트 에센스,셀트리온스킨큐어,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,12,12,
9294,84988,트리악 컨디션 토너 지성,트리악 컨디션 토너,셀퓨전씨,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8,10,8,
9298,84980,모이스춰 옥시젠,모이스춰 옥시젠,셀퓨전씨,로션,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
9299,84976,약산성 패리어 토너,약산성 패리어 토너,셀퓨전씨,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9300,47993,약산성 패리어 크림,약산성 패리어 크림,셀퓨전씨,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9301,84980,모이스춰 옥시젠,모이스춰 옥시젠,셀퓨전씨,로션,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
9304,84996,레이저 리쥬버네이션 앰플,레이저 리쥬버네이션 앰플,셀퓨전씨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9304,85007,레이저 리쥬버네이션 앰플,레이저 리쥬버네이션 앰플,셀퓨전씨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9305,84993,포스트 알파 퍼스트 큐어 세럼,퍼스트 큐어 세럼,셀퓨전씨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,0.5833,12,7,
9313,84985,아쿠아포린 크림,포스트알파 아쿠아포린 크림,셀퓨전씨,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.5833,12,7,
9315,85006,레이저 리쥬버네이션 미스트,얼티메이트 레이저 리쥬버네이션 미스트,셀퓨전씨,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7059,17,12,
9317,85004,피지오로지컬 컴플렉스 토너,피지오로지컬 컴플렉스 토너,셀퓨전씨,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,12,12,
9319,85027,셀룰러 아이크림,셀룰러 아이크림,셀퓨전씨,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
9319,85047,셀룰러 아이크림,셀룰러 아이크림,셀퓨전씨,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
9321,52496,어드밴스드 더마 화이트 세럼,어드밴스드 더마 화이트 세럼,셀퓨전씨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,12,12,
9324,85022,메디스파 스팟 컨트롤 지성,메디스파 스팟 컨트롤,셀퓨전씨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8182,11,9,
9325,52497,포토에이징 화이트닝 포르테,포토에이징 화이트닝 포르테,셀퓨전씨,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,12,12,
9332,111437,하이드로 에센셜 토닉 로션,하이드로 에센셜 토닉로션,셀피덤,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,11,11,
9333,52650,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9333,52653,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9333,52680,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9333,52649,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9333,52727,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9333,52692,라스트 벨벳 립 틴트,아시아 에디션 라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,0.5714,14,8,
9333,52728,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9333,52687,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9333,52651,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9334,52661,라스트 오토 젤 아이라이너 슬림,라스트 오토 젤 아이라이너 슬림,삐아,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,13,13,
9334,52673,라스트 오토 젤 아이라이너 슬림,라스트 오토 젤 아이라이너,삐아,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,4,0.8462,13,11,
9335,52650,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52653,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52680,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52649,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52727,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52687,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52728,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52651,라스트 벨벳 립 틴트,라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9335,52692,라스트 벨벳 립 틴트,아시아 에디션 라스트 벨벳 립 틴트,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,0.5714,14,8,
9336,52678,라스트 펜 아이라이너,라스트 펜 아이라이너,삐아,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
9336,52724,라스트 펜 아이라이너,라스트 펜 아이라이너,삐아,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
9337,52648,섀이드 앤 섀도우,섀이드 앤 섀도우,삐아,아이섀도,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9339,52657,라스트 블러쉬,라스트 블러쉬,삐아,컨투어링,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9339,52647,라스트 블러쉬,라스트 블러쉬 쉐딩,삐아,컨투어링,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,8,6,
9340,52654,라스트 립스틱,라스트 립스틱,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9340,52660,라스트 립스틱,라스트 립스틱,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9340,52655,라스트 립스틱,라스트 립스틱,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9340,52665,라스트 립스틱,라스트 립스틱,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9340,52704,라스트 립스틱,라스트 파우더 립스틱,삐아,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,2,0.6667,9,6,
9343,13142,세미 매트 에어 립스틱,세미 매트 에어 립스틱,션리,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,9,9,
9344,13145,파파라치 벨벳 틴트,파파라치 벨벳 틴트,션리,립메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9345,13170,트윈 마스카라,트윈 마스카라,션리,마스카라,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9346,13172,코튼 블러 파우더,코튼 블러 파우더,션리,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9347,52673,라스트 오토 젤 아이라이너 초코 에디션,라스트 오토 젤 아이라이너,삐아,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,4,0.6875,16,11,
9348,13179,픽싱 하이힐 카라,픽싱 하이힐 카라,션리,마스카라,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9351,13182,리퍼밍 앰플 에센스,리퍼밍 앰플 에센스,소그냅,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9353,52673,라스트 오토 젤 아이라이너 윙크 에디션,라스트 오토 젤 아이라이너,삐아,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,4,0.6875,16,11,
9355,13195,펩티플러스 리바이빙 앰플,펩티플러스 리바이빙 앰플,소노스킨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9356,13193,펩티플러스 리바이빙 아이 크림,펩티플러스 리바이빙 아이크림,소노스킨,크림,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,13,13,
9356,13194,펩티플러스 리바이빙 아이 크림,펩티플러스 리바이빙 크림,소노스킨,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8462,13,11,
9357,13194,펩티플러스 리바이빙 크림,펩티플러스 리바이빙 크림,소노스킨,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9364,110362,모닝 드리즐 버킷미스트,모닝 드리즐 버킷미스트 토너,소로시,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8333,12,10,
9369,13200,클린 앤 글로우 청보리 퍼스트 에센스,클린 앤 글로우 청보리 퍼스트 에센스,소르하,에센스,naver_beauty_product_info_extended_v1_211217,1.0,6,1.0,15,15,
9370,13201,클린 앤 글로우 수분초 크림,클린 앤 글로우 수분초 크림,소르하,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,11,11,
9371,13206,그린시카 더마 리페어 크림,그린 시카 더마 리페어 크림,소본,크림,naver_beauty_product_info_extended_v1_211217,0.75,3,1.0,11,11,
9372,13206,그린 시카 리페어 크림,그린 시카 더마 리페어 크림,소본,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,0.8182,11,9,
9373,89622,컨트롤 포어 세럼,컨트롤 포어 세럼,소브나인,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9374,110091,에스테 더마 레드 마린 콜라겐 토너,에스테 더마 레드마린 콜라겐 토너,메디필,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.8,4,1.0,14,14,
9375,109134,에스테 알엑스 콜라겐 크림,에스테 콜라겐 크림,라비오뜨,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7273,11,8,
9377,109134,에스테 콜라겐 크림 리필,에스테 콜라겐 크림,라비오뜨,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.8,10,8,
9384,109134,에스테 알엑스 콜라겐 크림 리필,에스테 콜라겐 크림,라비오뜨,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6154,13,8,
9385,18198,에스클라 에스테 알로에카 보테니컬 수딩 미스트,에스테 알로에카 보테니컬 수딩 미스트,엔프라니,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,5,0.8,20,16,
9397,84884,쏘티스 비탈리떼 로션,비탈리떼 로션,소티스,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,0.6667,9,6,
9402,84884,쏘티스 비탈리떼 로션,비탈리떼 로션,소티스,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,2,0.6667,9,6,
9421,84881,쏘티스 모이스춰라이징 앰플,모이스춰라이징 앰플,소티스,에센스,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,12,9,
9435,101623,트루 아이 펜 라이너,아이 펜 라이너,손앤박,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,3,0.75,8,6,
9438,101634,아이라이너 펜슬,아이라이너 펜슬,손앤박,아이라이너,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,7,7,
9441,101651,글로우링 파운데이션,글로우 링 파운데이션,손앤박,베이스메이크업,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,9,9,
9441,101636,글로우링 파운데이션,글로우 링 파운데이션,손앤박,베이스메이크업,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,9,9,
9442,101635,뷰티 필터 크림 글로우,뷰티 필터 크림 글로우,손앤박,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,9,9,
9447,101665,뷰티 워터 토닝 패드,뷰티 워터 토닝 패드,손앤박,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,8,8,
9448,105123,갈색솔잎 안티에이징 앰플 주 프로그램,갈색솔잎 안티에이징 앰플 주 프로그램,한율,에센스,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,16,16,
9449,52635,자연솔잎 워터 에센스,자연 솔잎 워터 에센스,디오비오,에센스,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,9,9,
9450,52644,자연솔잎 모이스춰라이저,자연 솔잎 모이스춰라이저,디오비오,로션,naver_beauty_product_info_extended_v1_211217,0.5,1,1.0,11,11,
9452,93858,솔티 워터리 에센스 토너,솔티 워터리 에센스 토너,솔테라피,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9453,106812,솔티 리페어 올인원 크림,솔티 리페어 올인원 솔트 크림,솔테라피,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,0.8333,12,10,
9454,48005,안나 트러블 토너,안나 트러블 시카솔트 토너,솔테라피,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,0.6364,11,7,
9455,48005,안나 트러블 시카솔트 토너,안나 트러블 시카솔트 토너,솔테라피,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,11,11,
9457,27115,스피루리나 리페어 에센스,스피루리나 리페어 에센스,수네이처,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,11,11,
9458,77424,효비담 수분샘 크림,효비담 수분샘 크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9459,77434,본 초보습 크림,본 초보습 크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,6,6,
9460,77468,본 초보습 에센스,본 초보습 에센스,수려한,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9461,77423,효비담 발효 크림,효비담 발효 크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9462,77470,효비담 발효 수액,효비담 발효 수액,수려한,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9463,77445,본 초보습 스킨,본 초보습 스킨,수려한,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,6,6,
9464,55834,진생 퍼스트 에센스,바이오 진생 퍼스트 에센스,수려한,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,0.7273,11,8,
9466,77424,효비담 수분샘 크림,효비담 수분샘 크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9469,77460,본 탄력 아이크림,본 탄력 아이크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9473,77574,본 초보습 아이크림,본 초보습 아이크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,8,8,
9474,77601,수 천삼 선유 진액,수 천삼 선유 진액,수려한,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,7,7,
9475,77472,효비담 수분샘 미스트,효비담 수분샘 미스트,수려한,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
9478,77449,수 천삼 선유 아이 크림,수 천삼 선유 크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,0.7778,9,7,
9478,77500,수 천삼 선유 아이 크림,수 천삼 선유 아이크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,0.75,3,1.0,9,9,
9479,77528,블랙 진생 쿠션,블랙 진생 쿠션 spf50+ pa+++,수려한,베이스메이크업,naver_beauty_product_info_extended_v1_211217,1.0,3,0.3529,17,6,
9483,77572,녹용콜라겐 주안고 아이크림,녹용콜라겐 주안고,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.6667,12,8,
9484,77573,보윤 아이크림,보윤 아이크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,1.0,6,6,
9484,77577,보윤 아이크림,윤하 보윤 아이크림,수려한,크림,naver_beauty_product_info_extended_v1_211217,1.0,2,0.75,8,6,
9485,13287,시그니처 컬렉션 크림,시그니처 컬렉션 크림,수아담,크림,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,9,9,
9486,13293,유스 컬렉션 토너,유스 컬렉션 토너,수아담,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,7,7,
9487,13299,더블 이펙트 아이 밤,더블 이팩트 아이밤,수아비스,크림,naver_beauty_product_info_extended_v1_211217,0.3333,1,0.9583,8,8,0.9417
9498,81765,하얀 자작나무 수액 앰플,하얀 자작나무 수액 앰플,수이스킨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9499,52982,어린새싹 클린 토너,어린 새싹 클린 토너,수이스킨,스킨/토너,naver_beauty_product_info_extended_v1_211217,0.6667,2,1.0,8,8,
9500,81758,샐몬 디엔 앰플,샐몬 디엔 앰플,수이스킨,에센스,naver_beauty_product_info_extended_v1_211217,1.0,3,1.0,6,6,
9507,80314,네츄라 버치 트리 모이스처라이징 토너,네츄라 버치 트리 모이스처라이징 토너,수페,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,16,16,
9508,80308,네츄라 버치 트리 모이스처라이징 크림,네츄라 버치 트리 모이스처라이징 크림,수페,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,16,16,
9509,80321,숲을 담은 자작나무 크림,숲을 담은 자작나무 크림,수페,크림,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9510,80322,숲을 담은 자작나무 토너,숲을 담은 자작나무 토너,수페,스킨/토너,naver_beauty_product_info_extended_v1_211217,1.0,4,1.0,10,10,
9511,80323,피토 버치 트리 수딩 크림,피토 버치 트리 수딩 크림,수페,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,10,10,
9512,80324,네츄라 버치 트리 모이스처라이징 젤,네츄라 버치 트리 모이스처라이징 젤,수페,크림,naver_beauty_product_info_extended_v1_211217,1.0,5,1.0,15,15,
