id_1,id_0,title_1,title_0,brand_name,category_1,category_0,similarity,dependency,max_length,min_length,dependency_ratio,dependency_count,jaro_winker,levenshtein_distance,levenshtein_similarity
3561,3448,치아씨드 수분 토너,치아씨드 수분 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3563,3603,치아씨드 수분 미스트,치아씨드 수분 미스트,더페이스샵,스킨/토너,스킨/토너,1,1,9,9,1,3,,,
3567,3448,치아씨드 토너,치아씨드 수분 토너,더페이스샵,스킨/토너,스킨/토너,0.9167,0,8,6,1.0,2,,,
3568,3332,아르쌩뜨 에코테라피 토닉 위드 에센셜 대용량,아르쌩뜨 에코 테라피 토닉 위드 에센셜,더페이스샵,스킨/토너,스킨/토너,0.9474,1,19,16,1.0,6,,,
3570,3488,치아씨드 수분 로션 리뉴얼 최신제조일 당일발송 정품판매샵,치아씨드 수분 로션,더페이스샵,로션,로션,0.7733,1,25,8,1.0,3,,,
3572,3476,망고씨드 보습 스킨 토너 로션 클렌징폼 클렌징티슈 기획전,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,0.7778,0,24,8,1.0,3,,,
3573,3323,더테라피 로얄메이드 수분 블렌딩 크림,더테라피 로얄메이드 수분블렌딩 크림,더페이스샵,크림,크림,1,1,16,16,1,5,,,
3576,3306,더테라피 로얄메이드 오일 블렌딩 크림,더테라피 로얄메이드 오일 블렌딩크림,더페이스샵,크림,크림,1,1,16,16,1,5,,,
3577,3306,더테라피 로얄메이드 오일 블렌딩 크림,더테라피 로얄메이드 오일 블렌딩크림,더페이스샵,크림,크림,1,1,16,16,1,5,,,
3578,3325,더테라피 에센셜 토닉 트리트먼트,더테라피 에센셜토닉 트리트먼트,더페이스샵,스킨/토너,스킨/토너,1,1,14,14,1,4,,,
3579,3325,더테라피 에센셜 토닉 트리트먼트,더테라피 에센셜토닉 트리트먼트,더페이스샵,스킨/토너,스킨/토너,1,1,14,14,1,4,,,
3580,3404,아르쌩뜨 에코 테라피 모이스춰라이저,아르쌩뜨 에코 테라피 모이스춰라이저,더페이스샵,로션,로션,1,1,16,16,1,4,,,
3581,3534,석류 엔 콜라겐 볼륨탄력 토너,석류 엔 콜라겐 볼륨탄력 토너,더페이스샵,스킨/토너,스킨/토너,1,1,12,12,1,5,,,
3582,3534,석류 엔 콜라겐 볼륨탄력 토너 에멀젼 크림 에센스 아이크림,석류 엔 콜라겐 볼륨탄력 토너,더페이스샵,스킨/토너,스킨/토너,0.8333,1,24,12,1.0,5,,,
3583,3342,더테라피 에센셜 포뮬러 에멀젼,더테라피 에센셜 포뮬러 에멀젼,더페이스샵,로션,로션,1,1,13,13,1,4,,,
3584,3534,석류 엔 콜라겐 볼륨탄력 토너,석류 엔 콜라겐 볼륨탄력 토너,더페이스샵,스킨/토너,스킨/토너,1,1,12,12,1,5,,,
3585,3526,망고씨드 보습 버터,망고씨드 보습 버터,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3589,3448,치아씨드 수분 토너,치아씨드 수분 토너,더페이스샵,스킨/토너,스킨/토너,1,1,8,8,1,3,,,
3593,3572,라이스 앤 세라마이드 모이스처 토너,라이스 세라마이드 모이스처 토너,더페이스샵,스킨/토너,스킨/토너,0.9778,0,15,14,1.0,4,,,
3598,3323,더테라피 로얄메이드 수분 블렌딩 크림,더테라피 로얄메이드 수분블렌딩 크림,더페이스샵,크림,크림,1,1,16,16,1,5,,,
3600,3494,치아씨드 피지잡는 수분 크림 대용량,치아씨드 피지잡는 수분 크림,더페이스샵,크림,크림,0.9333,1,15,12,1.0,4,,,
3604,3602,망고씨드 보습 아이크림,망고씨드 보습 아이크림,더페이스샵,크림,크림,1,1,10,10,1,3,,,
3607,3566,화이트씨드 리얼 미백 토너,화이트씨드 리얼 미백 토너,더페이스샵,스킨/토너,스킨/토너,1,1,11,11,1,4,,,
3608,3306,더테라피 로얄메이드 오일 블렌딩 크림,더테라피 로얄메이드 오일 블렌딩크림,더페이스샵,크림,크림,1,1,16,16,1,5,,,
3609,3306,더테라피 로얄메이드 오일 블렌딩 크림,더테라피 로얄메이드 오일 블렌딩크림,더페이스샵,크림,크림,1,1,16,16,1,5,,,
3610,3476,망고씨드 보습 토너 로션 크림 오일 아이,망고씨드 보습 토너,더페이스샵,스킨/토너,스킨/토너,0.8333,1,16,8,1.0,3,,,
3611,3325,더테라피 에센셜 토닉 트리트먼트 스킨 토너,더테라피 에센셜토닉 트리트먼트,더페이스샵,스킨/토너,스킨/토너,0.9259,1,18,14,1.0,3,,,
3612,4356,닥터벨머 클린페이스 마일드 로션,클린페이스 마일드 로션,더페이스샵,로션,로션,0.9048,1,14,10,1.0,3,,,
3613,4356,닥터벨머 클린페이스 마일드 로션,클린페이스 마일드 로션,더페이스샵,로션,로션,0.9048,1,14,10,1.0,3,,,
3616,3308,치아씨드 수분 크림,치아씨드 수분 크림,더페이스샵,크림,크림,1,1,8,8,1,3,,,
3618,3906,망고씨드 하트 볼륨 버터 레트로 한정기획,망고씨드 볼륨 버터,더페이스샵,크림,크림,0.8235,0,17,8,1.0,3,,,
3619,3371,더테라피 수분 포뮬러 에멀젼,더테라피 수분 포뮬러 에멀젼,더페이스샵,로션,로션,1,1,12,12,1,4,,,
3620,4356,닥터벨머 클린페이스 마일드 로션,클린페이스 마일드 로션,더페이스샵,로션,로션,0.9048,1,14,10,1.0,3,,,
3622,3573,화이트씨드 리얼 미백 로션,화이트씨드 리얼 미백 로션,더페이스샵,로션,로션,1,1,11,11,1,4,,,
3624,3404,아르쌩뜨 에코테라피 모이스춰라이저,아르쌩뜨 에코 테라피 모이스춰라이저,더페이스샵,로션,로션,1,1,16,16,1,3,,,
3626,3330,더테라피 수분 토닉 트리트먼트 포뮬러 에멀전,더테라피 수분 토닉 트리트먼트,더페이스샵,스킨/토너,스킨/토너,0.8947,1,19,13,1.0,4,,,
3628,3603,치아씨드 수분 미스트,치아씨드 수분 미스트,더페이스샵,스킨/토너,스킨/토너,1,1,9,9,1,3,,,
3629,3603,치아씨드 수분 미스트,치아씨드 수분 미스트,더페이스샵,스킨/토너,스킨/토너,1,1,9,9,1,3,,,
3630,3602,망고씨드 보습 아이크림,망고씨드 보습 아이크림,더페이스샵,크림,크림,1,1,10,10,1,3,,,
3631,3560,알로에 후레쉬 수딩 미스트,알로에 후레쉬 수딩미스트,더페이스샵,스킨/토너,스킨/토너,1,1,11,11,1,4,,,
3632,3566,화이트씨드 리얼 미백 토너 로션 에센스,화이트씨드 리얼 미백 토너,더페이스샵,스킨/토너,스킨/토너,0.8958,1,16,11,1.0,4,,,
3633,4376,닥터벨머 클린페이스 마일드 토너 마일드로션 중 택,클린페이스 마일드 토너,더페이스샵,스킨/토너,스킨/토너,0.8254,1,21,10,1.0,3,,,
3635,3603,치아씨드 수분 미스트,치아씨드 수분 미스트,더페이스샵,스킨/토너,스킨/토너,1,1,9,9,1,3,,,
3638,4356,닥터벨머 클린페이스 마일드 로션,클린페이스 마일드 로션,더페이스샵,로션,로션,0.9048,1,14,10,1.0,3,,,
3644,3501,카렌듈라 에센셜 모이스처 아이크림,카렌듈라 에센셜 모이스처 아이크림,더페이스샵,크림,크림,1,1,15,15,1,4,,,
