id_1,id_0,title_1,title_0,brand_name,category_1,category_0,similarity,dependency,max_length,min_length,dependency_ratio,dependency_count,jaro_winker,levenshtein_distance,levenshtein_similarity
50,69351,코쿤 윌로우 실키 마스크 팩,코쿤 윌로우 실키 마스크,23yearsold,마스크/팩,마스크/팩,0.9697,1,11,10,1.0,4,,,
52,69353,바데카실 더마실 마스크,바데카실 더마실 마스크,23yearsold,마스크/팩,마스크/팩,1,1,10,10,1,3,,,
53,69365,아쿠아밥 모델링 마스크,아쿠아밥 모델링 마스크,23yearsold,마스크/팩,마스크/팩,1,1,10,10,1,3,,,
57,106568,아이섀도우 팔레트,아이섀도우 팔레트,3ce,아이섀도,아이섀도,1,1,8,8,1,2,,,
58,106654,러브 벨벳 립스틱,러브 벨벳 립스틱,3ce,립메이크업,립메이크업,1,1,7,7,1,3,,,
59,106535,트리플 섀도우,트리플 섀도우,3ce,아이섀도,아이섀도,1,1,6,6,1,2,,,
62,106518,원 컬러 섀도우,원컬러 섀도우 쉬머,3ce,아이섀도,아이섀도,0.9167,1,8,6,1.0,3,,,
65,68059,무드 레시피 립 컬러 미니,무드레시피 립 컬러,3ce,립메이크업,립메이크업,0.9333,1,10,8,1.0,3,,,
66,106481,멀티 아이 팔레트,미니 멀티 아이 컬러 팔레트,3ce,아이섀도,아이섀도,0.8788,0,11,7,1.0,3,,,
68,74505,테이크 어 레이어 멀티 팟,테이크 어 레이어 멀티 팟,3ce,컨투어링,컨투어링,1,1,10,10,1,5,,,
69,106569,슈퍼 슬림 펜 아이라이너,슈퍼 슬림 펜 아이라이너,3ce,아이라이너,아이라이너,1,1,10,10,1,4,,,
71,106663,러브 글로시 립스틱,러브 글로시 립스틱,3ce,립메이크업,립메이크업,1,1,8,8,1,3,,,
76,106543,이지 펜 아이라이너,이지 펜 아이라이너,3ce,아이라이너,아이라이너,1,1,8,8,1,3,,,
79,68069,무드 레시피 젤 크레용 아이 라이너,무드 레시피 젤 크레용 아이라이너,3ce,아이라이너,아이라이너,1,1,14,14,1,6,,,
80,74517,클리어 멀티 아이 팔레트,클리어 레이어 웜앤쿨 컬렉션 멀티 아이 팔레트 썸 데프,3ce,아이섀도,아이섀도,0.7182,0,22,10,1.0,4,,,
81,106516,베베 컬러 립 밤,베베 컬러 립밤,3ce,립메이크업,립메이크업,1,1,6,6,1,4,,,
84,106508,글로우 잼 스틱,글로우 잼 스틱,3ce,립메이크업,립메이크업,1,1,6,6,1,3,,,
85,106530,프라이머 선스틱 spf50,프라이머 선 스틱 spf50+ pa++++,3ce,선케어,선케어,0.8772,1,19,12,1.0,3,,,
87,68054,레드 레시피 립 컬러 미니,레드 레시피 립 컬러,3ce,립메이크업,립메이크업,0.9333,1,10,8,1.0,4,,,
88,68095,무드 레시피 롱 래스팅 네일 라커,무드 레시피 롱 래스팅 네일라커,3ce,네일케어,네일케어,1,1,13,13,1,6,,,
89,106502,리퀴드 프라이머 아이 섀도우,리퀴드 프라이머 아이 섀도우,3ce,아이섀도,아이섀도,1,1,12,12,1,4,,,
92,33392,클리닉 모이스처라이징 올리브 핸드크림,모이스처라이징 올리브 핸드크림,3w크리닉,바디케어,바디케어,0.8459,1,17,14,1.0,3,,,
100,33400,클리닉 콜라겐 클렌징 폼,콜라겐 클렌징 폼,3w크리닉,클렌징,클렌징,0.8048,1,10,7,1.0,3,,,
